Trade,Time
44266,20
44267,3
44268,6
44269,25
44270,70
44271,26
44272,6
44273,21
44274,6
44275,2
44276,64
44277,44
44278,9
44279,3
44280,5
44281,3
44282,12
44283,84
44284,9
44285,6
44286,3
44287,16
44288,46
44289,6
44290,20
44291,3
44292,51
44293,2
44294,3
44295,31
44296,3
44297,59
44298,103
44299,12
44300,18
44301,3
44302,6
44303,67
44304,73
44305,5
44306,33
44307,3
44308,5
44309,156
44310,2
44311,58
44312,2
44313,16
44314,19
44315,21
44316,20
44317,10
44318,52
44319,20
44320,100
44321,21
44322,213
44323,98
44324,25
44325,15
44326,5
44327,18
44328,16
44329,6
44330,27
44331,13
44332,9
44333,2
44334,27
44335,22
44336,12
44337,20
44338,10
44339,9
44340,42
44341,45
44342,9
44343,6
44344,46
44345,49
44346,16
44347,9
44348,21
44349,4
44350,72
44351,11
44352,4
44353,6
44354,50
44355,3
44356,28
44357,13
44358,44
44359,32
44360,22
44361,27
44362,15
44363,23
44364,53
44365,31
44366,23
44367,39
44368,6
44369,20
44370,54
44371,43
44372,4
44373,16
44374,3
44375,16
44376,50
44377,6
44378,77
44379,5
44380,21
44381,2
44382,3
44383,14
44384,2
44385,5
44386,19
44387,38
44388,4
44389,12
44390,2
44391,28
44392,22
44393,33
44394,66
44395,24
44396,3
44397,2
44398,2
44399,12
44400,20
44401,5
44402,19
44403,74
44404,43
44405,10
44406,62
44407,5
44408,19
44409,9
44410,46
44411,49
44412,37
44413,6
44414,19
44415,3
44416,70
44417,21
44418,2
44419,18
44420,4
44421,25
44422,6
44423,25
44424,3
44425,2
44426,6
44427,33
44428,36
44429,18
44430,49
44431,20
44432,13
44433,116
44434,26
44435,36
44436,47
44437,41
44438,18
44439,71
44440,9
44441,54
44442,10
44443,49
44444,2
44445,36
44446,19
44447,29
44448,35
44449,12
44450,66
44451,21
44452,62
44453,2
44454,10
44455,2
44456,18
44457,6
44458,12
44459,39
44460,2
44461,38
44462,33
44463,6
44464,19
44465,48
44466,39
44467,54
44468,40
44469,9
44470,12
44471,69
44472,13
44473,9
44474,115
44475,24
44476,17
44477,2
44478,39
44479,290
44480,18
44481,83
44482,2
44483,9
44484,15
44485,38
44486,35
44487,58
44488,4
44489,18
44490,37
44491,2
44492,5
44493,19
44494,67
44495,12
44496,53
44497,37
44498,28
44499,6
44500,16
44501,46
44502,38
44503,3
44504,21
44505,13
44506,3
44507,3
44508,40
44509,57
44510,20
44511,118
44512,22
44513,28
44514,3
44515,65
44516,2
44517,25
44518,23
44519,2
44520,6
44521,35
44522,22
44523,16
44524,2
44525,32
44526,45
44527,39
44528,6
44529,5
44530,12
44531,100
44532,21
44533,56
44534,27
44535,60
44536,93
44537,42
44538,23
44539,26
44540,53
44541,33
44542,6
44543,54
44544,6
44545,6
44546,2
44547,19
44548,18
44549,6
44550,19
44551,31
44552,42
44553,3
44554,51
44555,62
44556,10
44557,20
44558,4
44559,6
44560,14
44561,100
44562,2
44563,11
44564,15
44565,19
44566,29
44567,63
44568,6
44569,24
44570,40
44571,26
44572,4
44573,33
44574,55
44575,15
44576,16
44577,117
44578,34
44579,2
44580,43
44581,2
44582,3
44583,2
44584,12
44585,28
44586,6
44587,33
44588,45
44589,18
44590,5
44591,3
44592,10
44593,18
44594,19
44595,21
44596,13
44597,2
44598,11
44599,20
44600,18
44601,24
44602,16
44603,100
44604,19
44605,34
44606,11
44607,4
44608,27
44609,13
44610,2
44611,39
44612,6
44613,43
44614,4
44615,19
44616,95
44617,2
44618,21
44619,16
44620,3
44621,6
44622,11
44623,6
44624,29
44625,161
44626,4
44627,88
44628,10
44629,60
44630,28
44631,39
44632,4
44633,10
44634,21
44635,16
44636,3
44637,40
44638,34
44639,23
44640,21
44641,42
44642,5
44643,12
44644,5
44645,3
44646,53
44647,112
44648,6
44649,3
44650,3
44651,54
44652,21
44653,50
44654,16
44655,2
44656,21
44657,21
44658,3
44659,44
44660,61
44661,21
44662,25
44663,16
44664,21
44665,6
44666,12
44667,2
44668,6
44669,26
44670,83
44671,18
44672,52
44673,27
44674,32
44675,31
44676,100
44677,9
44678,3
44679,11
44680,5
44681,18
44682,6
44683,18
44684,9
44685,4
44686,43
44687,73
44688,13
44689,59
44690,4
44691,6
44692,32
44693,6
44694,2
44695,12
44696,101
44697,4
44698,23
44699,40
44700,20
44701,27
44702,33
44703,30
44704,4
44705,19
44706,95
44707,44
44708,29
44709,55
44710,2
44711,15
44712,6
44713,3
44714,11
44715,57
44716,5
44717,3
44718,27
44719,2
44720,17
44721,12
44722,3
44723,3
44724,9
44725,70
44726,5
44727,4
44728,2
44729,12
44730,10
44731,19
44732,11
44733,25
44734,6
44735,43
44736,6
44737,56
44738,11
44739,3
44740,40
44741,2
44742,2
44743,13
44744,5
44745,36
44746,63
44747,6
44748,12
44749,5
44750,27
44751,56
44752,5
44753,27
44754,5
44755,104
44756,85
44757,6
44758,16
44759,4
44760,9
44761,26
44762,2
44763,19
44764,44
44765,4
44766,2
44767,2
44768,6
44769,92
44770,13
44771,25
44772,50
44773,10
44774,12
44775,18
44776,27
44777,3
44778,67
44779,20
44780,61
44781,16
44782,6
44783,25
44784,27
44785,2
44786,2
44787,25
44788,36
44789,52
44790,23
44791,19
44792,12
44793,25
44794,55
44795,2
44796,9
44797,2
44798,59
44799,34
44800,50
44801,6
44802,72
44803,25
44804,13
44805,38
44806,9
44807,20
44808,6
44809,13
44810,21
44811,3
44812,11
44813,9
44814,4
44815,21
44816,23
44817,2
44818,9
44819,15
44820,12
44821,100
44822,34
44823,74
44824,20
44825,27
44826,69
44827,69
44828,18
44829,46
44830,13
44831,18
44832,5
44833,4
44834,16
44835,2
44836,123
44837,39
44838,2
44839,6
44840,26
44841,6
44842,21
44843,28
44844,11
44845,12
44846,6
44847,5
44848,9
44849,12
44850,21
44851,12
44852,68
44853,77
44854,4
44855,15
44856,3
44857,2
44858,33
44859,93
44860,20
44861,26
44862,15
44863,6
44864,6
44865,81
44866,54
44867,16
44868,20
44869,2
44870,19
44871,4
44872,36
44873,2
44874,100
44875,5
44876,16
44877,39
44878,46
44879,2
44880,27
44881,12
44882,4
44883,4
44884,41
44885,4
44886,4
44887,23
44888,12
44889,28
44890,11
44891,6
44892,19
44893,2
44894,2
44895,21
44896,70
44897,65
44898,62
44899,43
44900,75
44901,34
44902,9
44903,20
44904,25
44905,21
44906,6
44907,16
44908,38
44909,49
44910,4
44911,6
44912,20
44913,83
44914,6
44915,39
44916,34
44917,16
44918,15
44919,26
44920,13
44921,101
44922,21
44923,49
44924,44
44925,5
44926,16
44927,29
44928,11
44929,4
44930,3
44931,6
44932,19
44933,15
44934,30
44935,52
44936,25
44937,18
44938,20
44939,30
44940,71
44941,25
44942,25
44943,62
44944,16
44945,3
44946,16
44947,43
44948,46
44949,54
44950,72
44951,12
44952,20
44953,14
44954,82
44955,18
44956,6
44957,12
44958,39
44959,6
44960,88
44961,5
44962,60
44963,6
44964,5
44965,12
44966,37
44967,60
44968,59
44969,4
44970,4
44971,18
44972,25
44973,12
44974,40
44975,11
44976,36
44977,2
44978,83
44979,99
44980,9
44981,19
44982,18
44983,32
44984,25
44985,36
44986,6
44987,27
44988,12
44989,6
44990,54
44991,13
44992,2
44993,20
44994,5
44995,36
44996,31
44997,63
44998,22
44999,51
45000,6
45001,98
45002,5
45003,64
45004,16
45005,25
45006,20
45007,68
45008,4
45009,12
45010,18
45011,20
45012,16
45013,18
45014,40
45015,4
45016,12
45017,34
45018,5
45019,65
45020,3
45021,6
45022,4
45023,6
45024,38
45025,3
45026,3
45027,36
45028,4
45029,18
45030,31
45031,6
45032,6
45033,2
45034,18
45035,2
45036,6
45037,33
45038,54
45039,41
45040,18
45041,86
45042,46
45043,6
45044,43
45045,36
45046,13
45047,54
45048,15
45049,18
45050,3
45051,63
45052,9
45053,6
45054,12
45055,24
45056,18
45057,25
45058,53
45059,3
45060,13
45061,56
45062,67
45063,12
45064,46
45065,18
45066,6
45067,61
45068,6
45069,6
45070,34
45071,23
45072,3
45073,33
45074,38
45075,100
45076,9
45077,18
45078,40
45079,35
45080,53
45081,6
45082,2
45083,38
45084,20
45085,14
45086,3
45087,9
45088,2
45089,36
45090,3
45091,22
45092,9
45093,5
45094,38
45095,34
45096,2
45097,45
45098,68
45099,34
45100,11
45101,2
45102,6
45103,3
45104,18
45105,38
45106,6
45107,16
45108,12
45109,2
45110,30
45111,15
45112,60
45113,6
45114,2
45115,25
45116,67
45117,26
45118,13
45119,15
45120,38
45121,2
45122,18
45123,13
45124,39
45125,14
45126,18
45127,11
45128,13
45129,20
45130,2
45131,11
45132,18
45133,34
45134,22
45135,2
45136,9
45137,34
45138,20
45139,6
45140,36
45141,18
45142,2
45143,19
45144,19
45145,81
45146,18
45147,96
45148,9
45149,2
45150,19
45151,37
45152,13
45153,18
45154,3
45155,16
45156,6
45157,29
45158,2
45159,31
45160,70
45161,2
45162,325
45163,3
45164,12
45165,21
45166,25
45167,55
45168,40
45169,3
45170,6
45171,3
45172,22
45173,6
45174,39
45175,29
45176,2
45177,4
45178,11
45179,60
45180,20
45181,38
45182,9
45183,10
45184,74
45185,190
45186,18
45187,6
45188,3
45189,16
45190,44
45191,9
45192,73
45193,6
45194,2
45195,4
45196,43
45197,21
45198,9
45199,18
45200,9
45201,6
45202,26
45203,50
45204,191
45205,18
45206,12
45207,27
45208,25
45209,26
45210,82
45211,43
45212,3
45213,2
45214,6
45215,94
45216,10
45217,12
45218,13
45219,10
45220,36
45221,12
45222,20
45223,19
45224,2
45225,6
45226,25
45227,64
45228,41
45229,22
45230,6
45231,18
45232,2
45233,27
45234,3
45235,6
45236,4
45237,26
45238,6
45239,40
45240,24
45241,2
45242,6
45243,20
45244,34
45245,13
45246,16
45247,11
45248,22
45249,68
45250,81
45251,101
45252,58
45253,13
45254,4
45255,2
45256,3
45257,6
45258,4
45259,20
45260,19
45261,3
45262,37
45263,33
45264,69
45265,19
45266,18
45267,24
45268,12
45269,3
45270,20
45271,101
45272,10
45273,4
45274,18
45275,77
45276,13
45277,37
45278,31
45279,20
45280,3
45281,6
45282,22
45283,34
45284,68
45285,21
45286,6
45287,18
45288,23
45289,37
45290,5
45291,46
45292,37
45293,9
45294,12
45295,24
45296,41
45297,60
45298,11
45299,78
45300,86
45301,20
45302,9
45303,25
45304,55
45305,51
45306,16
45307,4
45308,5
45309,4
45310,34
45311,45
45312,54
45313,6
45314,19
45315,19
45316,11
45317,63
45318,127
45319,3
45320,2
45321,15
45322,28
45323,23
45324,34
45325,12
45326,118
45327,84
45328,20
45329,2
45330,18
45331,56
45332,49
45333,20
45334,13
45335,21
45336,6
45337,36
45338,112
45339,25
45340,4
45341,6
45342,13
45343,4
45344,3
45345,27
45346,5
45347,20
45348,86
45349,55
45350,20
45351,20
45352,6
45353,23
45354,67
45355,4
45356,18
45357,6
45358,3
45359,2
45360,20
45361,24
45362,9
45363,55
45364,3
45365,20
45366,10
45367,33
45368,39
45369,4
45370,41
45371,22
45372,42
45373,64
45374,42
45375,12
45376,20
45377,2
45378,46
45379,64
45380,6
45381,65
45382,20
45383,25
45384,12
45385,58
45386,6
45387,20
45388,22
45389,6
45390,83
45391,23
45392,12
45393,56
45394,20
45395,12
45396,6
45397,26
45398,16
45399,11
45400,2
45401,62
45402,40
45403,4
45404,12
45405,16
45406,13
45407,5
45408,6
45409,18
45410,85
45411,13
45412,44
45413,50
45414,2
45415,25
45416,38
45417,20
45418,29
45419,20
45420,45
45421,9
45422,53
45423,49
45424,21
45425,43
45426,36
45427,35
45428,85
45429,62
45430,13
45431,19
45432,17
45433,9
45434,4
45435,2
45436,38
45437,12
45438,75
45439,2
45440,68
45441,24
45442,24
45443,3
45444,12
45445,4
45446,33
45447,16
45448,35
45449,34
45450,3
45451,29
45452,2
45453,57
45454,6
45455,16
45456,3
45457,25
45458,19
45459,6
45460,18
45461,54
45462,3
45463,5
45464,6
45465,11
45466,69
45467,5
45468,12
45469,19
45470,55
45471,49
45472,3
45473,71
45474,97
45475,2
45476,18
45477,15
45478,103
45479,6
45480,9
45481,25
45482,28
45483,119
45484,4
45485,6
45486,13
45487,89
45488,18
45489,53
45490,9
45491,3
45492,20
45493,21
45494,25
45495,13
45496,12
45497,27
45498,2
45499,3
45500,6
45501,6
45502,67
45503,20
45504,12
45505,20
45506,72
45507,31
45508,3
45509,21
45510,52
45511,20
45512,5
45513,50
45514,69
45515,9
45516,15
45517,12
45518,40
45519,55
45520,26
45521,33
45522,43
45523,12
45524,2
45525,6
45526,5
45527,19
45528,46
45529,22
45530,36
45531,13
45532,20
45533,6
45534,18
45535,2
45536,34
45537,9
45538,2
45539,88
45540,116
45541,6
45542,27
45543,6
45544,76
45545,75
45546,42
45547,6
45548,6
45549,3
45550,10
45551,21
45552,14
45553,11
45554,6
45555,20
45556,3
45557,18
45558,13
45559,6
45560,3
45561,4
45562,10
45563,2
45564,11
45565,20
45566,23
45567,2
45568,12
45569,6
45570,12
45571,32
45572,21
45573,98
45574,175
45575,21
45576,44
45577,3
45578,5
45579,9
45580,12
45581,68
45582,26
45583,2
45584,4
45585,20
45586,56
45587,6
45588,6
45589,38
45590,20
45591,26
45592,26
45593,287
45594,3
45595,28
45596,50
45597,99
45598,6
45599,20
45600,13
45601,37
45602,4
45603,23
45604,10
45605,23
45606,4
45607,75
45608,5
45609,21
45610,9
45611,6
45612,3
45613,6
45614,46
45615,36
45616,6
45617,21
45618,2
45619,23
45620,9
45621,23
45622,77
45623,9
45624,31
45625,26
45626,34
45627,11
45628,5
45629,10
45630,2
45631,34
45632,76
45633,3
45634,56
45635,6
45636,12
45637,26
45638,68
45639,53
45640,9
45641,9
45642,16
45643,24
45644,5
45645,18
45646,47
45647,37
45648,6
45649,21
45650,3
45651,50
45652,180
45653,33
45654,42
45655,18
45656,43
45657,9
45658,6
45659,3
45660,6
45661,33
45662,44
45663,6
45664,6
45665,39
45666,12
45667,3
45668,6
45669,25
45670,5
45671,13
45672,9
45673,6
45674,13
45675,45
45676,6
45677,25
45678,2
45679,4
45680,61
45681,51
45682,18
45683,37
45684,39
45685,29
45686,2
45687,10
45688,20
45689,99
45690,27
45691,10
45692,31
45693,3
45694,13
45695,3
45696,2
45697,66
45698,38
45699,25
45700,89
45701,14
45702,10
45703,9
45704,20
45705,2
45706,55
45707,4
45708,53
45709,24
45710,19
45711,45
45712,75
45713,50
45714,2
45715,82
45716,70
45717,6
45718,22
45719,3
45720,2
45721,3
45722,9
45723,16
45724,12
45725,82
45726,3
45727,32
45728,18
45729,5
45730,5
45731,26
45732,13
45733,6
45734,2
45735,4
45736,12
45737,2
45738,25
45739,2
45740,12
45741,3
45742,58
45743,18
45744,50
45745,33
45746,6
45747,6
45748,4
45749,6
45750,6
45751,2
45752,26
45753,6
45754,3
45755,18
45756,19
45757,6
45758,9
45759,21
45760,31
45761,30
45762,10
45763,6
45764,13
45765,57
45766,44
45767,22
45768,6
45769,18
45770,68
45771,6
45772,9
45773,14
45774,50
45775,19
45776,96
45777,61
45778,50
45779,16
45780,3
45781,11
45782,45
45783,58
45784,76
45785,2
45786,13
45787,36
45788,4
45789,15
45790,9
45791,6
45792,69
45793,3
45794,2
45795,18
45796,11
45797,12
45798,119
45799,12
45800,6
45801,34
45802,23
45803,29
45804,6
45805,9
45806,6
45807,41
45808,18
45809,12
45810,3
45811,12
45812,6
45813,20
45814,6
45815,34
45816,12
45817,6
45818,34
45819,38
45820,12
45821,23
45822,40
45823,15
45824,10
45825,2
45826,9
45827,9
45828,26
45829,16
45830,3
45831,71
45832,20
45833,13
45834,23
45835,21
45836,6
45837,20
45838,10
45839,50
45840,31
45841,20
45842,37
45843,12
45844,21
45845,12
45846,85
45847,6
45848,5
45849,72
45850,18
45851,58
45852,46
45853,2
45854,4
45855,28
45856,59
45857,12
45858,20
45859,6
45860,12
45861,34
45862,91
45863,43
45864,55
45865,18
45866,16
45867,40
45868,6
45869,6
45870,44
45871,18
45872,42
45873,43
45874,2
45875,12
45876,65
45877,20
45878,26
45879,19
45880,6
45881,3
45882,57
45883,44
45884,3
45885,25
45886,22
45887,39
45888,3
45889,12
45890,34
45891,3
45892,93
45893,61
45894,2
45895,32
45896,5
45897,18
45898,2
45899,25
45900,18
45901,9
45902,5
45903,6
45904,11
45905,48
45906,31
45907,50
45908,2
45909,6
45910,16
45911,32
45912,3
45913,84
45914,92
45915,20
45916,12
45917,22
45918,19
45919,12
45920,6
45921,13
45922,59
45923,21
45924,118
45925,53
45926,18
45927,4
45928,13
45929,3
45930,4
45931,83
45932,6
45933,6
45934,18
45935,6
45936,12
45937,3
45938,3
45939,31
45940,64
45941,4
45942,12
45943,39
45944,41
45945,3
45946,23
45947,4
45948,55
45949,46
45950,9
45951,9
45952,63
45953,6
45954,15
45955,20
45956,3
45957,21
45958,31
45959,5
45960,3
45961,18
45962,56
45963,94
45964,22
45965,3
45966,3
45967,4
45968,18
45969,41
45970,18
45971,2
45972,6
45973,18
45974,4
45975,6
45976,12
45977,4
45978,14
45979,38
45980,83
45981,9
45982,21
45983,26
45984,18
45985,13
45986,13
45987,13
45988,54
45989,25
45990,18
45991,23
45992,22
45993,35
45994,4
45995,20
45996,43
45997,25
45998,19
45999,6
46000,100
46001,21
46002,5
46003,4
46004,16
46005,4
46006,28
46007,34
46008,25
46009,5
46010,24
46011,45
46012,14
46013,34
46014,3
46015,12
46016,13
46017,4
46018,55
46019,54
46020,37
46021,26
46022,22
46023,23
46024,12
46025,45
46026,39
46027,4
46028,19
46029,24
46030,13
46031,23
46032,3
46033,13
46034,6
46035,26
46036,48
46037,11
46038,9
46039,20
46040,32
46041,12
46042,3
46043,89
46044,4
46045,42
46046,18
46047,20
46048,46
46049,4
46050,38
46051,20
46052,5
46053,18
46054,2
46055,54
46056,21
46057,18
46058,114
46059,20
46060,13
46061,21
46062,6
46063,13
46064,12
46065,43
46066,29
46067,37
46068,19
46069,12
46070,55
46071,18
46072,92
46073,19
46074,11
46075,3
46076,6
46077,21
46078,20
46079,21
46080,6
46081,20
46082,6
46083,24
46084,2
46085,6
46086,15
46087,51
46088,3
46089,18
46090,20
46091,2
46092,54
46093,2
46094,31
46095,12
46096,95
46097,9
46098,19
46099,34
46100,2
46101,6
46102,12
46103,13
46104,99
46105,29
46106,44
46107,29
46108,64
46109,38
46110,21
46111,18
46112,18
46113,32
46114,55
46115,19
46116,62
46117,6
46118,2
46119,55
46120,6
46121,125
46122,4
46123,34
46124,6
46125,9
46126,103
46127,19
46128,44
46129,93
46130,3
46131,9
46132,3
46133,19
46134,42
46135,39
46136,9
46137,29
46138,20
46139,50
46140,21
46141,3
46142,53
46143,21
46144,44
46145,56
46146,11
46147,49
46148,25
46149,16
46150,11
46151,81
46152,38
46153,21
46154,91
46155,6
46156,43
46157,37
46158,12
46159,6
46160,6
46161,6
46162,6
46163,13
46164,37
46165,6
46166,34
46167,26
46168,22
46169,23
46170,13
46171,25
46172,40
46173,76
46174,34
46175,2
46176,44
46177,21
46178,2
46179,68
46180,13
46181,18
46182,39
46183,5
46184,17
46185,293
46186,13
46187,6
46188,17
46189,13
46190,2
46191,40
46192,2
46193,3
46194,16
46195,29
46196,113
46197,29
46198,76
46199,76
46200,26
46201,15
46202,33
46203,6
46204,40
46205,67
46206,11
46207,29
46208,23
46209,3
46210,42
46211,17
46212,27
46213,20
46214,45
46215,37
46216,3
46217,6
46218,214
46219,34
46220,5
46221,26
46222,3
46223,9
46224,13
46225,39
46226,41
46227,9
46228,3
46229,4
46230,54
46231,5
46232,19
46233,26
46234,20
46235,12
46236,35
46237,12
46238,19
46239,2
46240,12
46241,12
46242,5
46243,20
46244,43
46245,92
46246,17
46247,9
46248,23
46249,11
46250,9
46251,37
46252,92
46253,18
46254,37
46255,16
46256,15
46257,31
46258,36
46259,12
46260,43
46261,18
46262,13
46263,19
46264,32
46265,3
46266,23
46267,12
46268,20
46269,6
46270,25
46271,210
46272,13
46273,6
46274,6
46275,6
46276,6
46277,42
46278,16
46279,16
46280,4
46281,5
46282,2
46283,12
46284,3
46285,53
46286,2
46287,21
46288,16
46289,2
46290,9
46291,21
46292,20
46293,6
46294,6
46295,5
46296,21
46297,13
46298,9
46299,27
46300,3
46301,12
46302,13
46303,22
46304,12
46305,2
46306,6
46307,3
46308,6
46309,31
46310,16
46311,16
46312,13
46313,18
46314,42
46315,86
46316,75
46317,16
46318,14
46319,56
46320,6
46321,57
46322,9
46323,52
46324,11
46325,13
46326,62
46327,21
46328,40
46329,32
46330,34
46331,12
46332,20
46333,52
46334,47
46335,97
46336,2
46337,117
46338,25
46339,3
46340,34
46341,11
46342,37
46343,3
46344,24
46345,3
46346,6
46347,44
46348,12
46349,78
46350,2
46351,114
46352,31
46353,4
46354,45
46355,46
46356,12
46357,70
46358,5
46359,32
46360,11
46361,4
46362,4
46363,18
46364,44
46365,3
46366,12
46367,6
46368,3
46369,19
46370,27
46371,101
46372,6
46373,9
46374,4
46375,15
46376,41
46377,98
46378,23
46379,4
46380,16
46381,64
46382,3
46383,61
46384,3
46385,25
46386,13
46387,51
46388,19
46389,18
46390,3
46391,13
46392,4
46393,17
46394,14
46395,35
46396,12
46397,18
46398,3
46399,4
46400,34
46401,18
46402,3
46403,101
46404,19
46405,19
46406,19
46407,19
46408,38
46409,13
46410,59
46411,84
46412,5
46413,4
46414,27
46415,6
46416,57
46417,34
46418,16
46419,40
46420,36
46421,18
46422,2
46423,2
46424,4
46425,24
46426,5
46427,84
46428,17
46429,2
46430,173
46431,12
46432,102
46433,39
46434,29
46435,11
46436,11
46437,9
46438,2
46439,6
46440,3
46441,12
46442,4
46443,12
46444,176
46445,22
46446,2
46447,53
46448,3
46449,6
46450,3
46451,34
46452,16
46453,25
46454,4
46455,61
46456,20
46457,59
46458,3
46459,12
46460,25
46461,9
46462,70
46463,25
46464,26
46465,6
46466,13
46467,2
46468,3
46469,36
46470,41
46471,12
46472,6
46473,19
46474,5
46475,52
46476,12
46477,6
46478,4
46479,6
46480,24
46481,85
46482,25
46483,19
46484,34
46485,56
46486,19
46487,6
46488,19
46489,4
46490,22
46491,3
46492,36
46493,37
46494,20
46495,26
46496,20
46497,18
46498,20
46499,117
46500,6
46501,94
46502,23
46503,6
46504,12
46505,6
46506,13
46507,4
46508,6
46509,32
46510,4
46511,12
46512,13
46513,2
46514,13
46515,29
46516,68
46517,44
46518,19
46519,4
46520,49
46521,5
46522,13
46523,16
46524,11
46525,6
46526,100
46527,56
46528,18
46529,69
46530,6
46531,21
46532,12
46533,13
46534,4
46535,5
46536,42
46537,29
46538,21
46539,2
46540,34
46541,32
46542,29
46543,66
46544,24
46545,40
46546,20
46547,64
46548,9
46549,2
46550,6
46551,58
46552,50
46553,24
46554,20
46555,21
46556,15
46557,44
46558,14
46559,37
46560,75
46561,6
46562,6
46563,59
46564,38
46565,6
46566,13
46567,23
46568,95
46569,38
46570,12
46571,24
46572,3
46573,20
46574,95
46575,3
46576,4
46577,19
46578,23
46579,12
46580,95
46581,40
46582,66
46583,5
46584,67
46585,28
46586,28
46587,6
46588,52
46589,4
46590,12
46591,21
46592,4
46593,5
46594,20
46595,26
46596,37
46597,17
46598,9
46599,4
46600,6
46601,25
46602,12
46603,34
46604,22
46605,18
46606,5
46607,12
46608,63
46609,25
46610,6
46611,2
46612,62
46613,28
46614,2
46615,16
46616,25
46617,2
46618,86
46619,77
46620,76
46621,59
46622,37
46623,26
46624,43
46625,82
46626,41
46627,4
46628,3
46629,19
46630,4
46631,4
46632,2
46633,9
46634,37
46635,50
46636,14
46637,40
46638,92
46639,3
46640,2
46641,21
46642,26
46643,33
46644,2
46645,38
46646,3
46647,6
46648,69
46649,116
46650,13
46651,16
46652,70
46653,34
46654,13
46655,51
46656,40
46657,36
46658,3
46659,6
46660,86
46661,6
46662,10
46663,9
46664,41
46665,4
46666,46
46667,4
46668,18
46669,11
46670,13
46671,4
46672,34
46673,16
46674,10
46675,11
46676,72
46677,9
46678,32
46679,102
46680,29
46681,18
46682,3
46683,3
46684,6
46685,93
46686,26
46687,26
46688,11
46689,2
46690,95
46691,20
46692,2
46693,40
46694,63
46695,33
46696,6
46697,31
46698,5
46699,27
46700,24
46701,20
46702,40
46703,28
46704,47
46705,60
46706,22
46707,12
46708,12
46709,39
46710,28
46711,6
46712,76
46713,13
46714,20
46715,85
46716,2
46717,86
46718,6
46719,12
46720,12
46721,35
46722,2
46723,119
46724,2
46725,25
46726,26
46727,3
46728,25
46729,62
46730,2
46731,23
46732,9
46733,60
46734,21
46735,43
46736,23
46737,61
46738,61
46739,12
46740,20
46741,6
46742,3
46743,17
46744,3
46745,33
46746,71
46747,40
46748,54
46749,13
46750,46
46751,3
46752,41
46753,73
46754,11
46755,3
46756,20
46757,2
46758,104
46759,9
46760,2
46761,19
46762,63
46763,68
46764,26
46765,21
46766,6
46767,60
46768,2
46769,13
46770,6
46771,66
46772,86
46773,11
46774,54
46775,26
46776,39
46777,20
46778,71
46779,52
46780,9
46781,16
46782,36
46783,38
46784,84
46785,43
46786,13
46787,4
46788,5
46789,15
46790,21
46791,93
46792,4
46793,26
46794,93
46795,73
46796,6
46797,6
46798,6
46799,6
46800,3
46801,4
46802,36
46803,12
46804,6
46805,13
46806,10
46807,20
46808,6
46809,61
46810,36
46811,12
46812,19
46813,27
46814,18
46815,6
46816,16
46817,20
46818,20
46819,19
46820,40
46821,16
46822,38
46823,85
46824,2
46825,18
46826,33
46827,28
46828,9
46829,9
46830,4
46831,17
46832,5
46833,53
46834,64
46835,6
46836,25
46837,3
46838,6
46839,331
46840,6
46841,12
46842,37
46843,22
46844,6
46845,3
46846,6
46847,35
46848,56
46849,25
46850,45
46851,6
46852,55
46853,18
46854,52
46855,40
46856,26
46857,18
46858,6
46859,6
46860,16
46861,18
46862,36
46863,21
46864,19
46865,18
46866,66
46867,34
46868,29
46869,18
46870,34
46871,6
46872,11
46873,26
46874,13
46875,9
46876,54
46877,29
46878,12
46879,4
46880,41
46881,46
46882,27
46883,6
46884,22
46885,45
46886,9
46887,16
46888,20
46889,100
46890,5
46891,25
46892,13
46893,37
46894,50
46895,82
46896,3
46897,6
46898,3
46899,62
46900,53
46901,27
46902,22
46903,13
46904,20
46905,2
46906,11
46907,21
46908,12
46909,13
46910,3
46911,45
46912,9
46913,4
46914,55
46915,3
46916,20
46917,6
46918,45
46919,25
46920,12
46921,3
46922,9
46923,46
46924,6
46925,19
46926,12
46927,21
46928,3
46929,47
46930,4
46931,3
46932,13
46933,25
46934,58
46935,20
46936,32
46937,42
46938,3
46939,16
46940,21
46941,4
46942,170
46943,45
46944,5
46945,71
46946,20
46947,12
46948,84
46949,18
46950,39
46951,12
46952,2
46953,25
46954,6
46955,26
46956,27
46957,25
46958,15
46959,12
46960,4
46961,68
46962,14
46963,11
46964,13
46965,85
46966,2
46967,12
46968,18
46969,4
46970,12
46971,13
46972,20
46973,2
46974,36
46975,5
46976,97
46977,21
46978,39
46979,3
46980,16
46981,45
46982,59
46983,27
46984,20
46985,2
46986,20
46987,5
46988,44
46989,13
46990,5
46991,66
46992,11
46993,9
46994,27
46995,36
46996,59
46997,33
46998,2
46999,68
47000,6
47001,9
47002,5
47003,2
47004,6
47005,41
47006,25
47007,6
47008,21
47009,33
47010,2
47011,3
47012,11
47013,56
47014,12
47015,22
47016,12
47017,20
47018,57
47019,2
47020,65
47021,33
47022,5
47023,45
47024,4
47025,6
47026,9
47027,26
47028,6
47029,4
47030,6
47031,6
47032,21
47033,39
47034,13
47035,9
47036,10
47037,98
47038,34
47039,9
47040,70
47041,2
47042,6
47043,2
47044,25
47045,25
47046,30
47047,53
47048,34
47049,36
47050,35
47051,75
47052,6
47053,19
47054,20
47055,9
47056,12
47057,6
47058,46
47059,19
47060,2
47061,24
47062,9
47063,5
